jfid;valtip;maz;taz;sorsz;a;b;bo;c;d;e;f;g;i1;i2;i3;j;o;k1;k2;l;m;n;pa;pf;po;pk;pl;pm;pn;na;nf;no;nk;nl;nm;nn
61460;'L';'09';'009';'007';726;0;0;0;0;726;522;0;0;0;0;522;0;522;0;0;3;519;726;522;0;522;0;3;519;0;0;0;0;0;0;0
61461;'J';'09';'009';'008';681;0;0;0;0;681;386;0;0;0;0;386;0;386;0;0;3;383;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61462;'L';'09';'009';'008';681;0;0;0;0;681;386;0;0;0;0;386;0;386;0;0;4;382;681;386;0;386;0;4;382;0;0;0;0;0;0;0
61463;'J';'09';'009';'009';808;0;0;0;0;808;577;0;0;0;0;577;0;576;0;-1;5;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61464;'L';'09';'009';'009';808;0;0;0;0;808;577;0;0;0;0;577;0;577;0;0;0;577;808;577;0;577;0;0;577;0;0;0;0;0;0;0
61465;'J';'09';'009';'010';655;0;0;0;0;655;433;0;0;0;0;433;0;433;0;0;4;429;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61466;'L';'09';'009';'010';655;0;0;0;0;655;433;0;0;0;0;433;0;433;0;0;8;425;655;433;0;433;0;8;425;0;0;0;0;0;0;0
61467;'J';'09';'009';'011';780;0;0;0;0;780;559;0;0;0;0;559;0;559;0;0;3;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61468;'L';'09';'009';'011';780;0;0;0;0;780;559;0;0;0;0;559;0;559;0;0;3;556;780;559;0;559;0;3;556;0;0;0;0;0;0;0
61469;'J';'09';'009';'012';664;0;0;0;0;664;512;0;0;0;0;512;0;512;0;0;1;511;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61470;'L';'09';'009';'012';664;0;0;0;0;664;512;0;0;0;0;512;0;512;0;0;1;511;664;512;0;512;0;1;511;0;0;0;0;0;0;0
61471;'J';'09';'009';'013';904;0;0;0;0;904;607;0;0;0;0;607;0;606;0;-1;4;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61472;'L';'09';'009';'013';904;0;0;0;0;904;607;0;0;0;0;607;0;607;0;0;6;601;904;607;0;607;0;6;601;0;0;0;0;0;0;0
61473;'J';'09';'009';'014';589;0;0;0;0;589;454;0;0;0;0;454;0;454;0;0;4;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61474;'L';'09';'009';'014';589;0;0;0;0;589;454;0;0;0;0;454;0;454;0;0;2;452;589;454;0;454;0;2;452;0;0;0;0;0;0;0
61475;'J';'09';'009';'015';728;0;0;0;0;728;461;0;0;0;0;461;0;461;0;0;2;459;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61476;'L';'09';'009';'015';728;0;0;0;0;728;461;0;0;0;0;461;0;461;0;0;4;457;727;460;0;460;0;3;457;1;1;0;1;0;1;0
61477;'J';'09';'009';'016';737;0;0;0;0;737;444;0;0;0;0;444;0;444;0;0;6;438;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61478;'L';'09';'009';'016';737;0;0;0;0;737;444;0;0;0;0;444;0;444;0;0;2;442;737;444;0;444;0;2;442;0;0;0;0;0;0;0
61609;'J';'09';'010';'001';155;0;2;0;0;155;106;2;2;0;0;106;0;106;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61610;'L';'09';'010';'001';155;0;2;0;0;155;106;2;2;0;0;106;0;106;0;0;0;106;155;106;0;106;0;0;106;0;0;0;0;0;0;0
61611;'J';'09';'011';'001';673;0;0;0;0;673;462;0;0;0;0;462;0;462;0;0;7;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61612;'L';'09';'011';'001';673;0;0;0;0;673;462;0;0;0;0;462;0;462;0;0;6;456;660;456;0;456;0;2;454;13;6;0;6;0;4;2
61613;'J';'09';'011';'002';618;0;233;0;0;618;379;210;210;0;0;379;0;376;0;-3;0;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61614;'L';'09';'011';'002';618;0;233;0;0;618;379;210;210;0;0;379;0;379;0;0;1;378;615;378;0;378;0;1;377;3;1;0;1;0;0;1
61615;'J';'09';'011';'003';612;0;0;0;0;612;351;0;0;0;0;351;0;351;0;0;4;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61616;'L';'09';'011';'003';612;0;0;0;0;612;351;0;0;0;0;351;0;351;0;0;10;341;573;328;0;328;0;2;326;39;23;0;23;0;8;15
61617;'J';'09';'011';'004';765;0;0;0;0;765;439;0;0;0;0;439;0;439;0;0;12;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61618;'L';'09';'011';'004';765;0;0;0;0;765;439;0;0;0;0;439;0;439;0;0;20;419;697;406;0;406;0;7;399;68;33;0;33;0;13;20
61619;'J';'09';'011';'005';703;0;0;0;0;703;424;0;0;0;0;424;0;424;0;0;5;419;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61620;'L';'09';'011';'005';703;0;0;0;0;703;424;0;0;0;0;424;0;424;0;0;10;414;657;404;0;404;0;3;401;46;20;0;20;0;7;13
61621;'J';'09';'012';'001';635;0;4;0;0;635;379;4;4;0;0;379;0;379;0;0;3;376;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61622;'L';'09';'012';'001';635;0;4;0;0;635;379;4;4;0;0;379;0;379;0;0;2;377;635;379;0;379;0;2;377;0;0;0;0;0;0;0
61623;'J';'09';'012';'002';668;0;0;0;0;668;306;0;0;0;0;306;0;306;0;0;4;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61624;'L';'09';'012';'002';668;0;0;0;0;668;306;0;0;0;0;306;0;306;0;0;6;300;654;303;0;303;0;4;299;14;3;0;3;0;2;1
61625;'J';'09';'012';'003';710;0;0;0;0;710;365;0;0;0;0;365;0;365;0;0;5;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61626;'L';'09';'012';'003';710;0;0;0;0;710;365;0;0;0;0;365;0;365;0;0;9;356;705;363;0;363;0;7;356;5;2;0;2;0;2;0
61627;'J';'09';'013';'001';727;0;2;0;0;727;472;2;2;0;0;472;0;472;0;0;11;461;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61628;'L';'09';'013';'001';727;0;2;0;0;727;472;2;2;0;0;472;0;472;0;0;5;467;727;472;0;472;0;5;467;0;0;0;0;0;0;0
61629;'J';'09';'014';'001';1319;0;25;0;0;1319;878;24;24;0;0;878;0;873;0;-5;9;864;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61630;'L';'09';'014';'001';1319;0;25;0;0;1319;878;24;24;0;0;878;0;875;0;0;10;865;1319;878;0;875;-3;10;865;0;0;0;0;0;0;0
61631;'J';'09';'014';'002';1287;0;0;0;0;1287;893;0;0;0;0;893;0;893;0;0;11;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61632;'L';'09';'014';'002';1287;0;0;0;0;1287;893;0;0;0;0;893;0;893;0;0;9;884;1287;893;0;893;0;9;884;0;0;0;0;0;0;0
61633;'J';'09';'015';'001';417;0;1;0;0;417;240;1;1;0;0;240;0;240;0;0;1;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61634;'L';'09';'015';'001';417;0;1;0;0;417;241;1;1;0;0;241;0;239;0;0;30;209;295;154;0;153;-1;0;153;122;87;0;86;0;30;56
61635;'J';'09';'016';'001';729;0;8;0;0;729;495;7;7;0;0;495;0;495;0;0;4;491;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61636;'L';'09';'016';'001';729;0;8;0;0;729;495;7;7;0;0;495;0;495;0;0;1;494;729;495;0;495;0;1;494;0;0;0;0;0;0;0
61637;'J';'09';'016';'002';744;0;0;0;0;744;443;0;0;0;0;443;0;443;0;0;6;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61638;'L';'09';'016';'002';744;0;0;0;0;744;443;0;0;0;0;443;0;443;0;0;1;442;743;443;0;443;0;1;442;1;0;0;0;0;0;0
61639;'J';'09';'016';'003';47;0;0;0;0;47;37;0;0;0;0;37;0;37;0;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61640;'L';'09';'016';'003';47;0;0;0;0;47;37;0;0;0;0;37;0;37;0;0;1;36;47;37;0;37;0;1;36;0;0;0;0;0;0;0
61641;'J';'09';'017';'001';461;0;6;0;0;461;300;6;6;0;0;300;0;300;0;0;2;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61642;'L';'09';'017';'001';461;0;6;0;0;461;300;6;6;0;0;300;0;300;0;0;1;299;461;300;0;300;0;1;299;0;0;0;0;0;0;0
61643;'J';'09';'018';'001';500;0;0;0;0;500;348;0;0;0;0;348;0;348;0;0;1;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61644;'L';'09';'018';'001';500;0;0;0;0;500;348;0;0;0;0;348;0;348;0;0;2;346;499;348;0;348;0;2;346;1;0;0;0;0;0;0
61645;'J';'09';'018';'002';731;0;0;0;0;731;327;0;0;0;0;327;0;327;0;0;2;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61646;'L';'09';'018';'002';731;0;0;0;0;731;327;0;0;0;0;327;0;327;0;0;2;325;729;327;0;327;0;2;325;2;0;0;0;0;0;0
61647;'J';'09';'018';'003';1367;0;0;0;0;1367;945;0;0;0;0;945;0;945;0;0;5;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61648;'L';'09';'018';'003';1367;0;0;0;0;1367;945;0;0;0;0;945;0;943;0;0;6;937;1367;945;0;943;-2;6;937;0;0;0;0;0;0;0
61649;'J';'09';'018';'004';1238;0;0;0;0;1238;875;0;0;0;0;875;0;876;0;1;23;853;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61650;'L';'09';'018';'004';1238;0;0;0;0;1238;875;0;0;0;0;875;0;875;0;0;13;862;1238;875;0;875;0;13;862;0;0;0;0;0;0;0
61651;'J';'09';'018';'005';1200;0;0;0;0;1200;690;0;0;0;0;690;0;687;0;-3;8;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61652;'L';'09';'018';'005';1200;0;0;0;0;1200;690;0;0;0;0;690;0;688;0;0;4;684;1199;689;0;687;-2;4;683;1;1;0;1;0;0;1
61653;'J';'09';'018';'006';1205;0;0;0;0;1205;616;0;0;0;0;616;0;616;0;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61654;'L';'09';'018';'006';1205;0;0;0;0;1205;616;0;0;0;0;616;0;616;0;0;2;614;1205;616;0;616;0;2;614;0;0;0;0;0;0;0
61655;'J';'09';'018';'007';1429;0;0;0;0;1429;1012;0;0;0;0;1012;0;1011;0;-1;8;1003;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61656;'L';'09';'018';'007';1429;0;0;0;0;1429;1012;0;0;0;0;1012;0;1012;0;0;16;996;1428;1011;0;1011;0;16;995;1;1;0;1;0;0;1
61657;'J';'09';'018';'008';1446;0;0;0;0;1446;1010;0;0;0;0;1010;0;1010;0;0;10;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61658;'L';'09';'018';'008';1446;0;0;0;0;1446;1010;0;0;0;0;1010;0;1007;0;0;8;999;1445;1009;0;1007;-2;8;999;1;1;0;0;0;0;0
61659;'J';'09';'018';'009';1348;0;0;0;0;1348;1041;0;0;0;0;1041;0;1040;0;-1;6;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61660;'L';'09';'018';'009';1348;0;0;0;0;1348;1041;0;0;0;0;1041;0;1041;0;0;6;1035;1348;1041;0;1041;0;6;1035;0;0;0;0;0;0;0
61661;'J';'09';'018';'010';1310;0;0;0;0;1310;986;0;0;0;0;986;0;976;0;-10;3;973;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61662;'L';'09';'018';'010';1310;0;0;0;0;1310;986;0;0;0;0;986;0;974;0;0;5;969;1310;986;0;974;-12;5;969;0;0;0;0;0;0;0
61663;'J';'09';'018';'011';1235;0;0;0;0;1235;921;0;0;0;0;921;0;921;0;0;5;916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61664;'L';'09';'018';'011';1235;0;0;0;0;1235;921;0;0;0;0;921;0;921;0;0;5;916;1233;919;0;919;0;5;914;2;2;0;2;0;0;2
61665;'J';'09';'018';'012';1289;0;0;0;0;1289;902;0;0;0;0;902;0;902;0;0;16;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61666;'L';'09';'018';'012';1289;0;0;0;0;1289;902;0;0;0;0;902;0;902;0;0;14;888;1289;902;0;902;0;14;888;0;0;0;0;0;0;0
61667;'J';'09';'018';'013';1236;0;0;0;0;1236;951;0;0;0;0;951;0;948;0;-3;5;943;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61668;'L';'09';'018';'013';1236;0;0;0;0;1236;951;0;0;0;0;951;0;956;0;0;57;899;1229;945;0;950;5;57;893;7;6;0;6;0;0;6
61669;'J';'09';'018';'014';1078;0;0;0;0;1078;803;0;0;0;0;803;0;799;0;-4;5;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61670;'L';'09';'018';'014';1078;0;0;0;0;1078;803;0;0;0;0;803;0;799;0;0;3;796;1077;803;0;799;-4;3;796;1;0;0;0;0;0;0
61671;'J';'09';'018';'015';886;0;0;0;0;886;687;0;0;0;0;687;0;687;0;0;5;682;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61672;'L';'09';'018';'015';886;0;0;0;0;886;687;0;0;0;0;687;0;687;0;0;0;687;886;687;0;687;0;0;687;0;0;0;0;0;0;0
61673;'J';'09';'018';'016';1347;0;0;0;0;1347;856;0;0;0;0;856;0;856;0;0;11;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61674;'L';'09';'018';'016';1347;0;0;0;0;1347;856;0;0;0;0;856;0;856;0;0;12;844;1346;856;0;856;0;12;844;1;0;0;0;0;0;0
61675;'J';'09';'018';'017';1018;0;0;0;0;1018;666;0;0;0;0;666;1;664;0;-2;7;657;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61676;'L';'09';'018';'017';1018;0;0;0;0;1018;666;0;0;0;0;666;0;665;0;0;7;658;1018;666;0;665;-1;7;658;0;0;0;0;0;0;0
61677;'J';'09';'018';'018';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61678;'L';'09';'018';'018';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61679;'J';'09';'018';'019';1066;0;0;0;0;1066;720;0;0;0;0;720;0;718;0;-2;2;716;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61680;'L';'09';'018';'019';1066;0;0;0;0;1066;720;0;0;0;0;720;0;720;0;0;1;719;1065;720;0;720;0;1;719;1;0;0;0;0;0;0
61681;'J';'09';'018';'020';1204;0;0;0;0;1204;840;0;0;0;0;840;0;837;0;-3;5;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61682;'L';'09';'018';'020';1204;0;0;0;0;1204;841;0;0;0;0;841;0;841;0;0;5;836;1203;840;0;840;0;5;835;1;1;0;1;0;0;1
61683;'J';'09';'018';'021';1053;0;0;0;0;1053;694;0;0;0;0;694;0;692;0;-2;20;672;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61684;'L';'09';'018';'021';1053;0;0;0;0;1053;694;0;0;0;0;694;0;692;0;0;4;688;1050;692;0;690;-2;4;686;3;2;0;2;0;0;2
61685;'J';'09';'018';'022';1351;0;0;0;0;1351;952;0;0;0;0;952;0;945;0;-7;7;938;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61686;'L';'09';'018';'022';1351;0;0;0;0;1351;952;0;0;0;0;952;0;947;0;0;4;943;1349;951;0;946;-5;3;943;2;1;0;1;0;1;0
61687;'J';'09';'018';'023';1366;0;0;0;0;1366;947;0;0;0;0;947;0;946;0;-1;1;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61688;'L';'09';'018';'023';1366;0;0;0;0;1366;947;0;0;0;0;947;0;947;0;0;4;943;1362;945;0;945;0;4;941;4;2;0;2;0;0;2
61689;'J';'09';'018';'024';1334;0;0;0;0;1334;1056;0;0;0;0;1056;0;1056;0;0;7;1049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61690;'L';'09';'018';'024';1334;0;0;0;0;1334;1056;0;0;0;0;1056;0;1056;0;0;6;1050;1332;1054;0;1054;0;6;1048;2;2;0;2;0;0;2
61691;'J';'09';'018';'025';1325;0;0;0;0;1325;895;0;0;0;0;895;0;890;0;-5;8;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61692;'L';'09';'018';'025';1325;0;0;0;0;1325;895;0;0;0;0;895;0;892;0;0;6;886;1321;891;0;888;-3;6;882;4;4;0;4;0;0;4
61693;'J';'09';'018';'026';878;0;0;0;0;878;470;0;0;0;0;470;0;470;0;0;6;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61694;'L';'09';'018';'026';878;0;0;0;0;878;470;0;0;0;0;470;0;470;0;0;4;466;878;470;0;470;0;4;466;0;0;0;0;0;0;0
61695;'J';'09';'018';'027';833;0;0;0;0;833;405;0;0;0;0;405;0;405;0;0;4;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61696;'L';'09';'018';'027';833;0;0;0;0;833;405;0;0;0;0;405;0;404;0;0;4;400;833;405;0;404;-1;4;400;0;0;0;0;0;0;0
61697;'J';'09';'018';'028';1439;0;0;0;0;1439;756;0;0;0;0;756;0;754;0;-2;2;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61698;'L';'09';'018';'028';1439;0;0;0;0;1439;756;0;0;0;0;756;0;756;0;0;5;751;1438;756;0;756;0;5;751;1;0;0;0;0;0;0
61699;'J';'09';'018';'029';1430;0;0;0;0;1430;1026;0;0;0;0;1026;0;1034;0;8;66;968;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61700;'L';'09';'018';'029';1430;0;0;0;0;1430;1026;0;0;0;0;1026;1;1026;0;0;6;1020;1426;1022;0;1022;0;6;1016;4;4;1;4;0;0;4
61701;'J';'09';'018';'030';1451;0;0;0;0;1451;892;0;0;0;0;892;0;892;0;0;4;888;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61702;'L';'09';'018';'030';1451;0;0;0;0;1451;892;0;0;0;0;892;0;892;0;0;6;886;1450;892;0;892;0;6;886;1;0;0;0;0;0;0
61703;'J';'09';'018';'031';1083;0;0;0;0;1083;769;0;0;0;0;769;0;769;0;0;1;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61704;'L';'09';'018';'031';1083;0;0;0;0;1083;769;0;0;0;0;769;0;769;0;0;1;768;1080;767;0;767;0;1;766;3;2;0;2;0;0;2
61705;'J';'09';'018';'032';1414;0;0;0;0;1414;1007;0;0;0;0;1007;0;1007;0;0;5;1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61706;'L';'09';'018';'032';1414;0;0;0;0;1414;1007;0;0;0;0;1007;0;1006;0;0;3;1003;1414;1007;0;1006;-1;3;1003;0;0;0;0;0;0;0
61707;'J';'09';'018';'033';1067;0;0;0;0;1067;744;0;0;0;0;744;0;739;0;-5;2;737;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61708;'L';'09';'018';'033';1067;0;0;0;0;1067;744;0;0;0;0;744;0;741;0;0;2;739;1064;741;0;738;-3;2;736;3;3;0;3;0;0;3
61709;'J';'09';'018';'034';1161;0;0;0;0;1161;857;0;0;0;0;857;1;855;0;-2;3;852;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61710;'L';'09';'018';'034';1161;0;0;0;0;1161;857;0;0;0;0;857;0;857;0;0;4;853;1157;857;0;857;0;4;853;4;0;0;0;0;0;0
61711;'J';'09';'018';'035';1056;0;0;0;0;1056;777;0;0;0;0;777;0;776;0;-1;6;770;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61712;'L';'09';'018';'035';1056;0;0;0;0;1056;777;0;0;0;0;777;0;777;0;0;6;771;1052;774;0;774;0;6;768;4;3;0;3;0;0;3
61713;'J';'09';'018';'036';1124;0;0;0;0;1124;636;0;0;0;0;636;0;636;0;0;4;632;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61714;'L';'09';'018';'036';1124;0;0;0;0;1124;636;0;0;0;0;636;0;636;0;0;5;631;1123;636;0;636;0;5;631;1;0;0;0;0;0;0
61715;'J';'09';'018';'037';1243;0;0;0;0;1243;705;0;0;0;0;705;0;704;0;-1;5;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61716;'L';'09';'018';'037';1243;0;0;0;0;1243;705;0;0;0;0;705;0;705;0;0;1;704;1242;704;0;704;0;1;703;1;1;0;1;0;0;1
61717;'J';'09';'018';'038';1420;0;0;0;0;1420;772;0;0;0;0;772;0;771;0;-1;4;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61718;'L';'09';'018';'038';1420;0;0;0;0;1420;772;0;0;0;0;772;0;771;0;0;4;767;1420;772;0;771;-1;4;767;0;0;0;0;0;0;0
61719;'J';'09';'018';'039';898;0;0;0;0;898;662;0;0;0;0;662;0;662;0;0;3;659;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61720;'L';'09';'018';'039';898;0;0;0;0;898;662;0;0;0;0;662;0;662;0;0;6;656;898;662;0;662;0;6;656;0;0;0;0;0;0;0
61721;'J';'09';'018';'040';1426;0;0;0;0;1426;1021;0;0;0;0;1021;0;1020;0;-1;10;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61722;'L';'09';'018';'040';1426;0;0;0;0;1426;1021;0;0;0;0;1021;0;1019;0;0;11;1008;1426;1021;0;1019;-2;11;1008;0;0;0;0;0;0;0
61723;'J';'09';'018';'041';1425;0;0;0;0;1425;918;0;0;0;0;918;0;917;0;-1;4;913;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61724;'L';'09';'018';'041';1425;0;0;0;0;1425;918;0;0;0;0;918;0;918;0;0;2;916;1425;918;0;918;0;2;916;0;0;0;0;0;0;0
61725;'J';'09';'018';'042';1381;0;0;0;0;1381;994;0;0;0;0;994;0;998;0;4;54;944;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61726;'L';'09';'018';'042';1381;0;0;0;0;1381;994;0;0;0;0;994;0;991;0;0;18;973;1381;994;0;991;-3;18;973;0;0;0;0;0;0;0
61727;'J';'09';'018';'043';1273;0;0;0;0;1273;943;0;0;0;0;943;0;941;0;-2;4;937;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61728;'L';'09';'018';'043';1273;0;0;0;0;1273;943;0;0;0;0;943;0;941;0;0;3;938;1273;943;0;941;-2;3;938;0;0;0;0;0;0;0
61729;'J';'09';'018';'044';829;0;0;0;0;829;627;0;0;0;0;627;0;627;0;0;1;626;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61730;'L';'09';'018';'044';829;0;0;0;0;829;627;0;0;0;0;627;0;627;0;0;4;623;829;627;0;627;0;4;623;0;0;0;0;0;0;0
61731;'J';'09';'018';'045';1305;0;0;0;0;1305;971;0;0;0;0;971;0;970;0;-1;7;963;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61732;'L';'09';'018';'045';1305;0;0;0;0;1305;971;0;0;0;0;971;0;971;0;0;2;969;1305;971;0;971;0;2;969;0;0;0;0;0;0;0
61733;'J';'09';'018';'046';1300;0;0;0;0;1300;908;0;0;0;0;908;0;908;0;0;4;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61734;'L';'09';'018';'046';1300;0;0;0;0;1300;908;0;0;0;0;908;0;908;0;0;2;906;1300;908;0;908;0;2;906;0;0;0;0;0;0;0
61735;'J';'09';'018';'047';1057;0;0;0;0;1057;706;0;0;0;0;706;0;706;0;0;5;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61736;'L';'09';'018';'047';1057;0;0;0;0;1057;706;0;0;0;0;706;0;706;0;0;2;704;1056;706;0;706;0;2;704;1;0;0;0;0;0;0
61737;'J';'09';'018';'048';1183;0;0;0;0;1183;819;0;0;0;0;819;0;819;0;0;6;813;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61738;'L';'09';'018';'048';1183;0;0;0;0;1183;819;0;0;0;0;819;0;819;0;0;1;818;1183;819;0;819;0;1;818;0;0;0;0;0;0;0
61739;'J';'09';'018';'049';1418;0;0;0;0;1418;901;0;0;0;0;901;0;901;0;0;10;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61740;'L';'09';'018';'049';1418;0;0;0;0;1418;901;0;0;0;0;901;0;900;0;0;3;897;1418;901;0;900;-1;3;897;0;0;0;0;0;0;0
61741;'J';'09';'018';'050';1299;0;0;0;0;1299;632;0;0;0;0;632;0;632;0;0;1;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61742;'L';'09';'018';'050';1299;0;0;0;0;1299;632;0;0;0;0;632;0;631;0;0;1;630;1297;632;0;631;-1;1;630;2;0;0;0;0;0;0
61743;'J';'09';'018';'051';986;0;0;0;0;986;611;0;0;0;0;611;0;611;0;0;7;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61744;'L';'09';'018';'051';985;0;0;0;0;985;611;0;0;0;0;611;0;611;0;0;3;608;985;611;0;611;0;3;608;0;0;0;0;0;0;0
61771;'J';'09';'018';'052';822;0;0;0;0;822;568;0;0;0;0;568;0;567;0;-1;7;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61772;'L';'09';'018';'052';822;0;0;0;0;822;568;0;0;0;0;568;0;568;0;0;5;563;822;568;0;568;0;5;563;0;0;0;0;0;0;0
61773;'J';'09';'018';'053';965;0;0;0;0;965;744;0;0;0;0;744;0;744;0;0;3;741;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61774;'L';'09';'018';'053';965;0;0;0;0;965;744;0;0;0;0;744;0;744;0;0;2;742;964;744;0;744;0;2;742;1;0;0;0;0;0;0
61775;'J';'09';'018';'054';1241;0;0;0;0;1241;845;0;0;0;0;845;0;845;0;0;7;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61776;'L';'09';'018';'054';1241;0;0;0;0;1241;845;0;0;0;0;845;0;845;0;0;5;840;1238;842;0;842;0;4;838;3;3;0;3;0;1;2
61777;'J';'09';'018';'055';1076;0;0;0;0;1076;782;0;0;0;0;782;0;782;0;0;7;775;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61778;'L';'09';'018';'055';1076;0;0;0;0;1076;782;0;0;0;0;782;0;782;0;0;7;775;1076;782;0;782;0;7;775;0;0;0;0;0;0;0
61779;'J';'09';'018';'056';819;0;0;0;0;819;545;0;0;0;0;545;0;545;0;0;5;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61780;'L';'09';'018';'056';819;0;0;0;0;819;545;0;0;0;0;545;0;525;0;0;4;521;818;545;0;525;-20;4;521;1;0;0;0;0;0;0
61781;'J';'09';'018';'057';631;0;0;0;0;631;303;0;0;0;0;303;0;303;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61782;'L';'09';'018';'057';631;0;0;0;0;631;303;0;0;0;0;303;0;302;0;0;1;301;630;302;0;302;0;1;301;1;1;0;0;0;0;0
61783;'J';'09';'018';'058';1629;0;4059;0;0;1629;858;3663;3651;0;0;858;1;850;0;-8;3;847;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61784;'L';'09';'018';'058';1629;0;4059;0;0;1629;858;3663;3651;0;0;858;1;857;0;0;4;853;1626;857;1;857;0;4;853;3;1;0;0;0;0;0
61785;'J';'09';'018';'059';1112;0;0;0;0;1112;871;0;0;0;0;871;0;870;0;-1;4;866;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61786;'L';'09';'018';'059';1112;0;0;0;0;1112;871;0;0;0;0;871;0;871;0;0;3;868;1110;870;0;870;0;3;867;2;1;0;1;0;0;1
