jfid;valtip;maz;taz;sorsz;a;b;bo;c;d;e;f;g;i1;i2;i3;j;o;k1;k2;l;m;n;pa;pf;po;pk;pl;pm;pn;na;nf;no;nk;nl;nm;nn
48155;'J';'01';'015';'013';1191;0;0;0;0;1191;793;0;0;0;0;793;0;793;0;0;4;789;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48156;'L';'01';'015';'013';1191;0;0;0;0;1191;793;0;0;0;0;793;0;792;0;0;6;786;1187;790;0;790;0;5;785;4;3;0;2;0;1;1
48157;'J';'01';'015';'014';811;0;0;0;0;811;595;0;0;0;0;595;0;594;0;-1;2;592;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48158;'L';'01';'015';'014';811;0;0;0;0;811;595;0;0;0;0;595;0;595;0;0;1;594;811;595;0;595;0;1;594;0;0;0;0;0;0;0
48159;'J';'01';'015';'015';1079;0;2343;0;0;1079;585;2209;2202;0;0;585;0;584;0;-1;4;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48160;'L';'01';'015';'015';1079;0;2343;0;0;1079;587;2209;2202;0;0;587;0;587;0;0;2;585;1076;585;0;585;0;2;583;3;2;0;2;0;0;2
48161;'J';'01';'015';'016';1126;0;0;0;0;1126;847;0;0;0;0;847;0;847;0;0;9;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48162;'L';'01';'015';'016';1126;0;0;0;0;1126;847;0;0;0;0;847;0;847;0;0;5;842;1120;842;0;842;0;5;837;6;5;0;5;0;0;5
48163;'J';'01';'015';'017';766;0;0;0;0;766;573;0;0;0;0;573;0;569;0;-4;2;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48164;'L';'01';'015';'017';766;0;0;0;0;766;573;0;0;0;0;573;0;573;0;0;2;571;765;572;0;572;0;2;570;1;1;0;1;0;0;1
48165;'J';'01';'015';'018';782;0;0;0;0;782;569;0;0;0;0;569;0;569;0;0;4;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48166;'L';'01';'015';'018';782;0;0;0;0;782;569;0;0;0;0;569;0;569;0;0;2;567;782;569;0;569;0;2;567;0;0;0;0;0;0;0
48167;'J';'01';'015';'019';987;0;0;0;0;987;710;0;0;0;0;710;0;710;0;0;4;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48168;'L';'01';'015';'019';987;0;0;0;0;987;710;0;0;0;0;710;0;710;0;0;3;707;985;709;0;709;0;3;706;2;1;0;1;0;0;1
48169;'J';'01';'015';'020';1097;0;0;0;0;1097;718;0;0;0;0;718;0;718;0;0;4;714;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48170;'L';'01';'015';'020';1097;0;0;0;0;1097;718;0;0;0;0;718;0;718;0;0;3;715;1095;716;0;716;0;3;713;2;2;0;2;0;0;2
48171;'J';'01';'015';'021';1020;0;0;0;0;1020;680;0;0;0;0;680;0;679;0;-1;1;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48172;'L';'01';'015';'021';1020;0;0;0;0;1020;680;0;0;0;0;680;0;680;0;0;2;678;1018;680;0;680;0;2;678;2;0;0;0;0;0;0
48173;'J';'01';'015';'022';1074;0;0;0;0;1074;806;0;0;0;0;806;0;806;0;0;4;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48174;'L';'01';'015';'022';1074;0;0;0;0;1074;806;0;0;0;0;806;0;805;0;0;3;802;1072;806;0;805;-1;3;802;2;0;0;0;0;0;0
48175;'J';'01';'015';'023';763;0;0;0;0;763;594;0;0;0;0;594;0;594;0;0;3;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48176;'L';'01';'015';'023';763;0;0;0;0;763;594;0;0;0;0;594;0;594;0;0;2;592;761;592;0;592;0;2;590;2;2;0;2;0;0;2
48177;'J';'01';'015';'024';981;0;0;0;0;981;749;0;0;0;0;749;0;748;0;-1;6;742;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48178;'L';'01';'015';'024';981;0;0;0;0;981;749;0;0;0;0;749;0;749;0;0;2;747;979;749;0;749;0;2;747;2;0;0;0;0;0;0
48179;'J';'01';'015';'025';943;0;0;0;0;943;766;0;0;0;0;766;0;766;0;0;8;758;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48180;'L';'01';'015';'025';943;0;0;0;0;943;766;0;0;0;0;766;0;766;0;0;6;760;942;766;0;766;0;6;760;1;0;0;0;0;0;0
48181;'J';'01';'015';'026';827;0;0;0;0;827;651;0;0;0;0;651;0;651;0;0;4;647;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48182;'L';'01';'015';'026';827;0;0;0;0;827;651;0;0;0;0;651;0;651;0;0;3;648;825;649;0;649;0;3;646;2;2;0;2;0;0;2
48183;'J';'01';'015';'027';901;0;0;0;0;901;703;0;0;0;0;703;0;703;0;0;5;698;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48184;'L';'01';'015';'027';901;0;0;0;0;901;703;0;0;0;0;703;0;702;0;0;2;700;901;703;0;702;-1;2;700;0;0;0;0;0;0;0
48185;'J';'01';'015';'028';865;0;0;0;0;865;666;0;0;0;0;666;1;664;0;-2;3;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48186;'L';'01';'015';'028';865;0;0;0;0;865;666;0;0;0;0;666;1;665;0;0;5;660;865;666;1;665;-1;5;660;0;0;0;0;0;0;0
48187;'J';'01';'015';'029';841;0;0;0;0;841;613;0;0;0;0;613;0;613;0;0;5;608;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48188;'L';'01';'015';'029';841;0;0;0;0;841;613;0;0;0;0;613;0;613;0;0;2;611;837;610;0;610;0;2;608;4;3;0;3;0;0;3
48189;'J';'01';'015';'030';701;0;0;0;0;701;549;0;0;0;0;549;0;549;0;0;2;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48190;'L';'01';'015';'030';701;0;0;0;0;701;549;0;0;0;0;549;0;549;0;0;0;549;701;549;0;549;0;0;549;0;0;0;0;0;0;0
48191;'J';'01';'015';'031';823;0;0;0;0;823;603;0;0;0;0;603;0;602;0;-1;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48192;'L';'01';'015';'031';823;0;0;0;0;823;603;0;0;0;0;603;0;602;0;0;2;600;823;603;0;602;-1;2;600;0;0;0;0;0;0;0
48193;'J';'01';'015';'032';797;0;0;0;0;797;569;0;0;0;0;569;0;567;0;-2;2;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48194;'L';'01';'015';'032';797;0;0;0;0;797;569;0;0;0;0;569;0;568;0;0;1;567;791;567;0;566;-1;1;565;6;2;0;2;0;0;2
48195;'J';'01';'015';'033';837;0;0;0;0;837;647;0;0;0;0;647;0;647;0;0;2;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48196;'L';'01';'015';'033';837;0;0;0;0;837;647;0;0;0;0;647;0;647;0;0;4;643;837;647;0;647;0;4;643;0;0;0;0;0;0;0
48197;'J';'01';'015';'034';689;0;0;0;0;689;570;0;0;0;0;570;0;569;0;-1;2;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48198;'L';'01';'015';'034';689;0;0;0;0;689;570;0;0;0;0;570;0;570;0;0;5;565;688;569;0;569;0;5;564;1;1;0;1;0;0;1
48199;'J';'01';'015';'035';1100;0;0;0;0;1100;839;0;0;0;0;839;0;839;0;0;4;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48200;'L';'01';'015';'035';1100;0;0;0;0;1100;839;0;0;0;0;839;0;839;0;0;4;835;1100;839;0;839;0;4;835;0;0;0;0;0;0;0
48201;'J';'01';'015';'036';851;0;0;0;0;851;657;0;0;0;0;657;0;656;0;-1;3;653;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48202;'L';'01';'015';'036';851;0;0;0;0;851;657;0;0;0;0;657;0;657;0;0;5;652;850;656;0;656;0;5;651;1;1;0;1;0;0;1
48203;'J';'01';'015';'037';759;0;0;0;0;759;606;0;0;0;0;606;0;606;0;0;1;605;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48204;'L';'01';'015';'037';759;0;0;0;0;759;606;0;0;0;0;606;0;606;0;0;0;606;758;605;0;605;0;0;605;1;1;0;1;0;0;1
48205;'J';'01';'015';'038';959;0;0;0;0;959;715;0;0;0;0;715;0;714;0;-1;2;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48206;'L';'01';'015';'038';959;0;0;0;0;959;715;0;0;0;0;715;0;715;0;0;1;714;955;713;0;713;0;1;712;4;2;0;2;0;0;2
48207;'J';'01';'015';'039';927;0;0;0;0;927;685;0;0;0;0;685;0;684;0;-1;5;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48208;'L';'01';'015';'039';927;0;0;0;0;927;685;0;0;0;0;685;0;685;0;0;4;681;919;680;0;680;0;3;677;8;5;0;5;0;1;4
48209;'J';'01';'015';'040';750;0;0;0;0;750;520;0;0;0;0;520;0;520;0;0;8;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48210;'L';'01';'015';'040';750;0;0;0;0;750;520;0;0;0;0;520;0;520;0;0;3;517;750;520;0;520;0;3;517;0;0;0;0;0;0;0
48211;'J';'01';'015';'041';808;0;0;0;0;808;539;0;0;0;0;539;0;539;0;0;1;538;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48212;'L';'01';'015';'041';808;0;0;0;0;808;539;0;0;0;0;539;1;538;0;0;5;533;808;539;1;538;-1;5;533;0;0;0;0;0;0;0
48213;'J';'01';'015';'042';936;0;0;0;0;936;652;0;0;0;0;652;1;650;0;-2;9;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48214;'L';'01';'015';'042';936;0;0;0;0;936;652;0;0;0;0;652;0;651;0;0;6;645;935;651;0;650;-1;6;644;1;1;0;1;0;0;1
48215;'J';'01';'015';'043';932;0;0;0;0;932;654;0;0;0;0;654;0;654;0;0;5;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48216;'L';'01';'015';'043';932;0;0;0;0;932;654;0;0;0;0;654;0;654;0;0;8;646;932;654;0;654;0;8;646;0;0;0;0;0;0;0
48217;'J';'01';'015';'044';908;0;0;0;0;908;652;0;0;0;0;652;0;652;0;0;8;644;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48218;'L';'01';'015';'044';908;0;0;0;0;908;652;0;0;0;0;652;0;652;0;0;6;646;907;651;0;651;0;6;645;1;1;0;1;0;0;1
48219;'J';'01';'015';'045';770;0;0;0;0;770;531;0;0;0;0;531;0;531;0;0;4;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48220;'L';'01';'015';'045';770;0;0;0;0;770;531;0;0;0;0;531;0;531;0;0;6;525;769;530;0;530;0;6;524;1;1;0;1;0;0;1
48617;'J';'01';'015';'046';918;0;0;0;0;918;648;0;0;0;0;648;0;647;0;-1;6;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48618;'L';'01';'015';'046';918;0;0;0;0;918;648;0;0;0;0;648;0;646;0;0;0;646;918;648;0;646;-2;0;646;0;0;0;0;0;0;0
48619;'J';'01';'015';'047';860;0;0;0;0;860;604;0;0;0;0;604;0;602;0;-2;4;598;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48620;'L';'01';'015';'047';860;0;0;0;0;860;604;0;0;0;0;604;0;604;0;0;2;602;859;603;0;603;0;2;601;1;1;0;1;0;0;1
48621;'J';'01';'015';'048';751;0;0;0;0;751;541;0;0;0;0;541;0;541;0;0;4;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48622;'L';'01';'015';'048';751;0;0;0;0;751;541;0;0;0;0;541;0;541;0;0;3;538;751;541;0;541;0;3;538;0;0;0;0;0;0;0
48623;'J';'01';'015';'049';800;0;0;0;0;800;587;0;0;0;0;587;0;581;0;-6;15;566;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48624;'L';'01';'015';'049';800;0;0;0;0;800;587;0;0;0;0;587;0;584;0;0;13;571;800;587;0;584;-3;13;571;0;0;0;0;0;0;0
48625;'J';'01';'015';'050';714;0;0;0;0;714;480;0;0;0;0;480;0;480;0;0;4;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48626;'L';'01';'015';'050';714;0;0;0;0;714;480;0;0;0;0;480;0;480;0;0;10;470;714;480;0;480;0;10;470;0;0;0;0;0;0;0
48627;'J';'01';'015';'051';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48628;'L';'01';'015';'051';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48629;'J';'01';'015';'052';876;0;0;0;0;876;584;0;0;0;0;584;0;584;0;0;3;581;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48630;'L';'01';'015';'052';876;0;0;0;0;876;584;0;0;0;0;584;0;584;0;0;1;583;873;581;0;581;0;1;580;3;3;0;3;0;0;3
48631;'J';'01';'015';'053';782;0;0;0;0;782;569;0;0;0;0;569;0;569;0;0;1;568;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48632;'L';'01';'015';'053';782;0;0;0;0;782;569;0;0;0;0;569;0;569;0;0;3;566;782;569;0;569;0;3;566;0;0;0;0;0;0;0
48633;'J';'01';'015';'054';1014;0;0;0;0;1014;686;0;0;0;0;686;0;686;0;0;12;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48634;'L';'01';'015';'054';1014;0;0;0;0;1014;686;0;0;0;0;686;0;685;0;0;7;678;1014;686;0;685;-1;7;678;0;0;0;0;0;0;0
48635;'J';'01';'015';'055';854;0;0;0;0;854;611;0;0;0;0;611;0;610;0;-1;2;608;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48636;'L';'01';'015';'055';854;0;0;0;0;854;611;0;0;0;0;611;0;611;0;0;4;607;854;611;0;611;0;4;607;0;0;0;0;0;0;0
48637;'J';'01';'015';'056';885;0;0;0;0;885;665;0;0;0;0;665;0;665;0;0;4;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48638;'L';'01';'015';'056';885;0;0;0;0;885;665;0;0;0;0;665;0;665;0;0;2;663;885;665;0;665;0;2;663;0;0;0;0;0;0;0
48639;'J';'01';'015';'057';977;0;0;0;0;977;617;0;0;0;0;617;0;618;0;1;15;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48640;'L';'01';'015';'057';977;0;0;0;0;977;617;0;0;0;0;617;0;618;0;0;19;599;977;617;0;618;1;19;599;0;0;0;0;0;0;0
48641;'J';'01';'015';'058';838;0;0;0;0;838;588;0;0;0;0;588;0;588;0;0;9;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48642;'L';'01';'015';'058';838;0;0;0;0;838;588;0;0;0;0;588;0;588;0;0;6;582;838;588;0;588;0;6;582;0;0;0;0;0;0;0
48643;'J';'01';'015';'059';831;0;0;0;0;831;567;0;0;0;0;567;0;567;0;0;24;543;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48644;'L';'01';'015';'059';831;0;0;0;0;831;567;0;0;0;0;567;0;567;0;0;27;540;831;567;0;567;0;27;540;0;0;0;0;0;0;0
48645;'J';'01';'015';'060';903;0;0;0;0;903;605;0;0;0;0;605;0;605;0;0;2;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48646;'L';'01';'015';'060';903;0;0;0;0;903;605;0;0;0;0;605;0;605;0;0;4;601;902;604;0;604;0;4;600;1;1;0;1;0;0;1
48647;'J';'01';'015';'061';1067;0;0;0;0;1067;761;0;0;0;0;761;0;761;0;0;5;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48648;'L';'01';'015';'061';1067;0;0;0;0;1067;761;0;0;0;0;761;0;761;0;0;2;759;1067;761;0;761;0;2;759;0;0;0;0;0;0;0
48649;'J';'01';'015';'062';810;0;0;0;0;810;560;0;0;0;0;560;0;559;0;-1;3;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48650;'L';'01';'015';'062';810;0;0;0;0;810;560;0;0;0;0;560;0;560;0;0;1;559;809;560;0;560;0;1;559;1;0;0;0;0;0;0
48651;'J';'01';'015';'063';1202;0;0;0;0;1202;862;0;0;0;0;862;0;857;0;-5;10;847;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48652;'L';'01';'015';'063';1202;0;0;0;0;1202;862;0;0;0;0;862;0;862;0;0;7;855;1202;862;0;862;0;7;855;0;0;0;0;0;0;0
48653;'J';'01';'015';'064';987;0;0;0;0;987;716;0;0;0;0;716;0;715;0;-1;4;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48654;'L';'01';'015';'064';987;0;0;0;0;987;716;0;0;0;0;716;0;716;0;0;2;714;986;715;0;715;0;2;713;1;1;0;1;0;0;1
48655;'J';'01';'015';'065';796;0;0;0;0;796;595;0;0;0;0;595;0;594;0;-1;8;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48656;'L';'01';'015';'065';796;0;0;0;0;796;595;0;0;0;0;595;0;595;0;0;3;592;796;595;0;595;0;3;592;0;0;0;0;0;0;0
48657;'J';'01';'015';'066';860;0;0;0;0;860;662;0;0;0;0;662;0;662;0;0;1;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48658;'L';'01';'015';'066';860;0;0;0;0;860;662;0;0;0;0;662;0;662;0;0;1;661;860;662;0;662;0;1;661;0;0;0;0;0;0;0
48659;'J';'01';'015';'067';981;0;0;0;0;981;698;0;0;0;0;698;0;697;0;-1;8;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48660;'L';'01';'015';'067';980;0;0;0;0;980;698;0;0;0;0;698;0;696;0;0;6;690;980;698;0;696;-2;6;690;0;0;0;0;0;0;0
48661;'J';'01';'015';'068';793;0;0;0;0;793;557;0;0;0;0;557;0;553;0;-4;5;548;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48662;'L';'01';'015';'068';793;0;0;0;0;793;557;0;0;0;0;557;0;557;0;0;4;553;791;555;0;555;0;4;551;2;2;0;2;0;0;2
48663;'J';'01';'015';'069';839;0;0;0;0;839;593;0;0;0;0;593;0;592;0;-1;4;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48664;'L';'01';'015';'069';839;0;0;0;0;839;593;0;0;0;0;593;0;593;0;0;3;590;838;593;0;593;0;3;590;1;0;0;0;0;0;0
48665;'J';'01';'015';'070';926;0;0;0;0;926;604;0;0;0;0;604;0;604;0;0;2;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48666;'L';'01';'015';'070';926;0;0;0;0;926;604;0;0;0;0;604;0;604;0;0;1;603;926;604;0;604;0;1;603;0;0;0;0;0;0;0
48667;'J';'01';'016';'001';1028;0;0;0;0;1028;859;0;0;0;0;859;0;858;0;-1;9;849;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48668;'L';'01';'016';'001';1028;0;0;0;0;1028;859;0;0;0;0;859;0;859;0;0;4;855;1026;857;0;857;0;4;853;2;2;0;2;0;0;2
48669;'J';'01';'016';'002';1001;0;0;0;0;1001;786;0;0;0;0;786;0;786;0;0;10;776;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48670;'L';'01';'016';'002';1001;0;0;0;0;1001;786;0;0;0;0;786;0;786;0;0;4;782;1000;785;0;785;0;4;781;1;1;0;1;0;0;1
48671;'J';'01';'016';'003';1005;0;0;0;0;1005;797;0;0;0;0;797;0;797;0;0;5;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48672;'L';'01';'016';'003';1005;0;0;0;0;1005;797;0;0;0;0;797;0;797;0;0;3;794;1002;794;0;794;0;2;792;3;3;0;3;0;1;2
48673;'J';'01';'016';'004';883;0;0;0;0;883;676;0;0;0;0;676;0;675;0;-1;6;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48674;'L';'01';'016';'004';883;0;0;0;0;883;676;0;0;0;0;676;0;676;0;0;1;675;878;673;0;673;0;1;672;5;3;0;3;0;0;3
48675;'J';'01';'016';'005';860;0;0;0;0;860;691;0;0;0;0;691;0;691;0;0;12;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48676;'L';'01';'016';'005';860;0;0;0;0;860;690;0;0;0;0;690;0;690;0;0;7;683;856;686;0;686;0;7;679;4;4;0;4;0;0;4
48677;'J';'01';'016';'006';1030;0;0;0;0;1030;843;0;0;0;0;843;0;843;0;0;10;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48678;'L';'01';'016';'006';1030;0;0;0;0;1030;843;0;0;0;0;843;0;843;0;0;8;835;1030;843;0;843;0;8;835;0;0;0;0;0;0;0
48679;'J';'01';'016';'007';1046;0;0;0;0;1046;800;0;0;0;0;800;0;799;0;-1;3;796;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48680;'L';'01';'016';'007';1046;0;0;0;0;1046;800;0;0;0;0;800;0;800;0;0;4;796;1043;798;0;798;0;4;794;3;2;0;2;0;0;2
48681;'J';'01';'016';'008';1013;0;0;0;0;1013;797;0;0;0;0;797;0;792;0;-5;10;782;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48682;'L';'01';'016';'008';1013;0;0;0;0;1013;797;0;0;0;0;797;0;797;0;0;3;794;1013;797;0;797;0;3;794;0;0;0;0;0;0;0
48683;'J';'01';'016';'009';1001;0;0;0;0;1001;817;0;0;0;0;817;0;817;0;0;7;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48684;'L';'01';'016';'009';1001;0;0;0;0;1001;817;0;0;0;0;817;0;817;0;0;4;813;997;815;0;815;0;3;812;4;2;0;2;0;1;1
48685;'J';'01';'016';'010';978;0;0;0;0;978;795;0;0;0;0;795;0;795;0;0;9;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48686;'L';'01';'016';'010';978;0;0;0;0;978;795;0;0;0;0;795;0;795;0;0;6;789;977;794;0;794;0;6;788;1;1;0;1;0;0;1
48687;'J';'01';'016';'011';986;0;0;0;0;986;806;0;0;0;0;806;0;806;0;0;7;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48688;'L';'01';'016';'011';986;0;0;0;0;986;806;0;0;0;0;806;0;806;0;0;7;799;982;802;0;802;0;7;795;4;4;0;4;0;0;4
48689;'J';'01';'016';'012';1027;0;0;0;0;1027;853;0;0;0;0;853;0;853;0;0;5;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48690;'L';'01';'016';'012';1027;0;0;0;0;1027;853;0;0;0;0;853;0;853;0;0;3;850;1024;850;0;850;0;1;849;3;3;0;3;0;2;1
48691;'J';'01';'016';'013';875;0;0;0;0;875;701;0;0;0;0;701;0;700;0;-1;5;695;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48692;'L';'01';'016';'013';875;0;0;0;0;875;701;0;0;0;0;701;0;701;0;0;7;694;856;686;0;686;0;3;683;19;15;0;15;0;4;11
48693;'J';'01';'016';'014';927;0;0;0;0;927;773;0;0;0;0;773;1;773;0;0;9;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48694;'L';'01';'016';'014';927;0;0;0;0;927;773;0;0;0;0;773;1;773;0;0;5;768;926;772;1;772;0;5;767;1;1;0;1;0;0;1
48695;'J';'01';'016';'015';1044;0;0;0;0;1044;849;0;0;0;0;849;0;849;0;0;2;847;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48696;'L';'01';'016';'015';1044;0;0;0;0;1044;849;0;0;0;0;849;0;848;0;0;3;845;1040;845;0;845;0;2;843;4;4;0;3;0;1;2
48697;'J';'01';'016';'016';802;0;0;0;0;802;626;0;0;0;0;626;1;624;0;-2;5;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48698;'L';'01';'016';'016';802;0;0;0;0;802;626;0;0;0;0;626;0;624;0;0;3;621;802;626;0;624;-2;3;621;0;0;0;0;0;0;0
48699;'J';'01';'016';'017';830;0;2076;0;0;830;589;1798;1798;0;0;589;0;587;0;-2;2;585;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48700;'L';'01';'016';'017';830;0;2075;0;0;830;589;1797;1798;0;0;589;0;589;0;0;2;587;830;589;0;589;0;2;587;0;0;0;0;0;0;0
48701;'J';'01';'016';'018';877;0;0;0;0;877;720;0;0;0;0;720;0;720;0;0;8;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48702;'L';'01';'016';'018';877;0;0;0;0;877;720;0;0;0;0;720;0;720;0;0;4;716;876;719;0;719;0;4;715;1;1;0;1;0;0;1
48703;'J';'01';'016';'019';758;0;0;0;0;758;581;0;0;0;0;581;0;577;0;-4;4;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48704;'L';'01';'016';'019';758;0;0;0;0;758;581;0;0;0;0;581;0;577;0;0;5;572;757;580;0;576;-4;5;571;1;1;0;1;0;0;1
48705;'J';'01';'016';'020';728;0;0;0;0;728;592;0;0;0;0;592;0;592;0;0;4;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48706;'L';'01';'016';'020';728;0;0;0;0;728;592;0;0;0;0;592;0;592;0;0;4;588;726;590;0;590;0;3;587;2;2;0;2;0;1;1
48707;'J';'01';'016';'021';719;0;0;0;0;719;565;0;0;0;0;565;0;564;0;-1;5;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48708;'L';'01';'016';'021';719;0;0;0;0;719;565;0;0;0;0;565;0;564;0;0;5;559;714;560;0;559;-1;3;556;5;5;0;5;0;2;3
48709;'J';'01';'016';'022';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48710;'L';'01';'016';'022';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48711;'J';'01';'016';'023';890;0;0;0;0;890;717;0;0;0;0;717;0;717;0;0;6;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48712;'L';'01';'016';'023';890;0;0;0;0;890;717;0;0;0;0;717;0;717;0;0;2;715;886;713;0;713;0;1;712;4;4;0;4;0;1;3
48713;'J';'01';'016';'024';861;0;0;0;0;861;676;0;0;0;0;676;0;676;0;0;6;670;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48714;'L';'01';'016';'024';861;0;0;0;0;861;676;0;0;0;0;676;0;676;0;0;1;675;859;674;0;674;0;1;673;2;2;0;2;0;0;2
48715;'J';'01';'016';'025';847;0;0;0;0;847;683;0;0;0;0;683;0;682;0;-1;7;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48716;'L';'01';'016';'025';847;0;0;0;0;847;683;0;0;0;0;683;0;683;0;0;3;680;844;680;0;680;0;3;677;3;3;0;3;0;0;3
48717;'J';'01';'016';'026';976;0;0;0;0;976;763;0;0;0;0;763;0;763;0;0;6;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48718;'L';'01';'016';'026';976;0;0;0;0;976;763;0;0;0;0;763;1;761;0;0;3;758;975;762;1;760;-2;3;757;1;1;0;1;0;0;1
48719;'J';'01';'016';'027';995;0;0;0;0;995;815;0;0;0;0;815;0;814;0;-1;7;807;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48720;'L';'01';'016';'027';995;0;0;0;0;995;815;0;0;0;0;815;0;814;0;0;2;812;995;815;0;814;-1;2;812;0;0;0;0;0;0;0
48721;'J';'01';'016';'028';761;0;0;0;0;761;631;0;0;0;0;631;1;631;0;0;9;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48722;'L';'01';'016';'028';761;0;0;0;0;761;631;0;0;0;0;631;0;630;0;0;3;627;758;629;0;629;0;3;626;3;2;0;1;0;0;1
48723;'J';'01';'016';'029';833;0;0;0;0;833;680;0;0;0;0;680;0;680;0;0;5;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0
