jfid;jlid;nemz;pa;pf;po;pk;pl;pm;pn
50476;5;7;'1';'0';'0';'0';'0';'0';'0'
50476;9;5;'1';'1';'0';'1';'0';'0';'1'
50480;5;7;'1';'1';'0';'1';'0';'1';'0'
50482;5;7;'6';'3';'0';'2';'-1';'2';'0'
50482;13;13;'2';'1';'0';'1';'0';'0';'1'
50484;2;2;'1';'0';'0';'0';'0';'0';'0'
50488;5;7;'1';'0';'0';'0';'0';'0';'0'
50488;9;5;'2';'2';'0';'2';'0';'0';'2'
50494;13;13;'4';'1';'0';'1';'0';'0';'1'
50496;13;13;'1';'0';'0';'0';'0';'0';'0'
50498;2;2;'0';'0';'0';'0';'0';'0';'0'
50498;3;9;'0';'0';'0';'0';'0';'0';'0'
50498;9;5;'0';'0';'0';'0';'0';'0';'0'
50498;10;11;'0';'0';'0';'0';'0';'0';'0'
50500;2;2;'2';'2';'0';'2';'0';'0';'2'
50500;5;7;'4';'2';'0';'1';'-1';'1';'0'
50500;13;13;'2';'0';'0';'0';'0';'0';'0'
50502;5;7;'10';'6';'0';'6';'0';'4';'2'
50502;7;4;'1';'1';'0';'1';'0';'0';'1'
50504;5;7;'3';'3';'0';'3';'0';'1';'2'
50506;9;5;'1';'0';'0';'0';'0';'0';'0'
50508;9;5;'1';'1';'0';'1';'0';'0';'1'
50512;2;2;'1';'1';'0';'1';'0';'0';'1'
50512;5;7;'11';'2';'0';'2';'0';'0';'2'
50514;10;11;'2';'2';'0';'2';'0';'0';'2'
50516;9;5;'3';'3';'0';'3';'0';'1';'2'
50518;3;9;'1';'0';'0';'0';'0';'0';'0'
50518;9;5;'1';'1';'0';'1';'0';'0';'1'
50520;3;9;'1';'1';'0';'1';'0';'0';'1'
50520;19;8;'1';'0';'0';'0';'0';'0';'0'
50522;5;7;'8';'3';'0';'3';'0';'2';'1'
50524;10;11;'60';'48';'0';'48';'0';'1';'47'
50526;33;6;'1';'1';'0';'1';'0';'0';'1'
50528;2;2;'1';'0';'0';'0';'0';'0';'0'
50528;11;10;'1';'1';'0';'1';'0';'1';'0'
50530;13;13;'2';'2';'0';'2';'0';'0';'2'
50534;3;9;'1';'1';'0';'1';'0';'0';'1'
50534;9;5;'3';'3';'0';'3';'0';'0';'3'
50542;9;5;'1';'1';'0';'1';'0';'1';'0'
50542;13;13;'2';'2';'0';'1';'-1';'1';'0'
50544;5;7;'2';'1';'0';'1';'0';'1';'0'
50550;5;7;'1';'1';'0';'1';'0';'0';'1'
50550;11;10;'1';'1';'0';'1';'0';'1';'0'
50552;5;7;'1';'0';'0';'0';'0';'0';'0'
50554;9;5;'1';'0';'0';'0';'0';'0';'0'
50554;13;13;'2';'1';'0';'1';'0';'0';'1'
50558;9;5;'1';'0';'0';'0';'0';'0';'0'
50564;9;5;'1';'1';'0';'1';'0';'0';'1'
50564;33;6;'1';'0';'0';'0';'0';'0';'0'
50568;9;5;'1';'0';'0';'0';'0';'0';'0'
50568;10;11;'1';'0';'0';'0';'0';'0';'0'
50570;9;5;'2';'2';'0';'2';'0';'0';'2'
50572;5;7;'1';'0';'0';'0';'0';'0';'0'
50572;7;4;'1';'1';'0';'1';'0';'0';'1'
50572;9;5;'5';'5';'0';'5';'0';'0';'5'
50574;9;5;'3';'0';'0';'0';'0';'0';'0'
50578;7;4;'1';'1';'0';'1';'0';'0';'1'
50578;33;6;'2';'0';'0';'0';'0';'0';'0'
50580;9;5;'3';'3';'0';'3';'0';'0';'3'
50582;6;3;'1';'1';'0';'1';'0';'0';'1'
50586;9;5;'1';'1';'0';'1';'0';'1';'0'
50592;17;1;'1';'1';'0';'0';'-1';'0';'0'
50594;9;5;'1';'1';'0';'1';'0';'0';'1'
50604;5;7;'2';'0';'0';'0';'0';'0';'0'
50604;9;5;'1';'1';'0';'1';'0';'0';'1'
50606;9;5;'3';'3';'0';'3';'0';'0';'3'
50606;10;11;'1';'1';'1';'0';'-1';'0';'0'
50608;5;7;'1';'0';'0';'0';'0';'0';'0'
50610;33;6;'1';'0';'0';'0';'0';'0';'0'
50614;7;4;'1';'1';'0';'1';'0';'0';'1'
50614;9;5;'1';'1';'0';'1';'0';'0';'1'
50614;33;6;'1';'1';'0';'1';'0';'0';'1'
50618;10;11;'1';'1';'0';'1';'0';'0';'1'
50618;19;8;'2';'2';'0';'1';'-1';'0';'1'
50630;9;5;'1';'1';'0';'1';'0';'0';'1'
50630;17;1;'1';'0';'0';'0';'0';'0';'0'
50632;33;6;'1';'1';'0';'1';'0';'0';'1'
50636;9;5;'1';'1';'0';'1';'0';'0';'1'
50640;19;8;'1';'0';'0';'0';'0';'0';'0'
50644;9;5;'1';'1';'0';'1';'0';'1';'0'
50646;5;7;'1';'0';'0';'0';'0';'0';'0'
50650;10;11;'1';'1';'0';'2';'1';'2';'0'
50652;5;7;'2';'0';'0';'0';'0';'0';'0'
50652;7;4;'1';'1';'0';'1';'0';'0';'1'
50654;5;7;'2';'0';'0';'0';'0';'0';'0'
50654;19;8;'1';'1';'0';'1';'0';'0';'1'
50656;6;3;'1';'1';'0';'1';'0';'0';'1'
50656;9;5;'1';'0';'0';'0';'0';'0';'0'
50658;3;9;'1';'1';'0';'1';'0';'0';'1'
50658;5;7;'1';'1';'0';'1';'0';'1';'0'
50658;9;5;'1';'1';'0';'1';'0';'1';'0'
50660;9;5;'1';'1';'0';'1';'0';'0';'1'
50662;9;5;'2';'2';'0';'2';'0';'1';'1'
50662;10;11;'1';'1';'0';'1';'0';'0';'1'
50666;9;5;'2';'2';'0';'2';'0';'0';'2'
50668;5;7;'1';'0';'0';'0';'0';'0';'0'
50668;9;5;'2';'2';'0';'2';'0';'0';'2'
50670;10;11;'1';'1';'0';'1';'0';'0';'1'
50672;3;9;'1';'1';'0';'1';'0';'0';'1'
50672;9;5;'1';'1';'0';'1';'0';'0';'1'
50674;5;7;'1';'0';'0';'0';'0';'0';'0'
50674;9;5;'1';'1';'0';'1';'0';'1';'0'
50678;2;2;'1';'1';'0';'1';'0';'0';'1'
50678;5;7;'1';'0';'0';'0';'0';'0';'0'
50678;33;6;'1';'1';'0';'1';'0';'0';'1'
50682;5;7;'1';'0';'0';'0';'0';'0';'0'
50690;3;9;'1';'1';'0';'1';'0';'0';'1'
50694;5;7;'2';'0';'0';'0';'0';'0';'0'
50696;9;5;'3';'3';'0';'3';'0';'0';'3'
50698;10;11;'1';'1';'0';'1';'0';'0';'1'
50698;19;8;'2';'2';'0';'2';'0';'1';'1'
50702;11;10;'2';'2';'0';'2';'0';'0';'2'
50704;9;5;'1';'1';'0';'1';'0';'0';'1'
50708;9;5;'1';'1';'0';'1';'0';'0';'1'
50712;9;5;'1';'1';'0';'1';'0';'0';'1'
50714;9;5;'2';'1';'0';'1';'0';'0';'1'
50718;9;5;'6';'6';'0';'6';'0';'0';'6'
50720;9;5;'2';'2';'0';'2';'0';'0';'2'
50722;5;7;'3';'3';'0';'3';'0';'0';'3'
50722;9;5;'4';'3';'0';'3';'0';'0';'3'
50726;7;4;'2';'2';'0';'2';'0';'1';'1'
50726;9;5;'2';'2';'0';'2';'0';'0';'2'
50730;9;5;'2';'2';'0';'2';'0';'0';'2'
50734;9;5;'1';'1';'0';'1';'0';'0';'1'
50736;5;7;'2';'0';'0';'0';'0';'0';'0'
50736;9;5;'1';'1';'0';'1';'0';'0';'1'
50738;5;7;'2';'1';'0';'1';'0';'0';'1'
50738;7;4;'2';'2';'0';'2';'0';'2';'0'
50742;9;5;'1';'1';'0';'1';'0';'0';'1'
50744;7;4;'1';'1';'0';'1';'0';'0';'1'
50746;9;5;'2';'2';'0';'2';'0';'0';'2'
50748;9;5;'5';'5';'0';'5';'0';'1';'4'
50748;13;13;'1';'1';'0';'0';'-1';'0';'0'
50754;9;5;'4';'4';'0';'4';'0';'0';'4'
50754;13;13;'1';'1';'0';'1';'0';'0';'1'
50754;26;12;'1';'1';'0';'1';'0';'0';'1'
50756;5;7;'0';'0';'0';'0';'0';'0';'0'
50756;6;3;'0';'0';'0';'0';'0';'0';'0'
50756;9;5;'0';'0';'0';'0';'0';'0';'0'
50760;9;5;'5';'5';'0';'5';'0';'1';'4'
50762;9;5;'1';'1';'0';'1';'0';'0';'1'
50766;6;3;'1';'1';'0';'0';'-1';'0';'0'
50766;9;5;'2';'2';'0';'2';'0';'0';'2'
50768;9;5;'4';'4';'0';'4';'0';'0';'4'
50770;9;5;'2';'2';'0';'2';'0';'0';'2'
50772;9;5;'3';'3';'0';'3';'0';'0';'3'
50772;13;13;'2';'1';'0';'1';'0';'0';'1'
50774;9;5;'3';'3';'0';'3';'0';'0';'3'
50776;9;5;'3';'3';'0';'3';'0';'1';'2'
50778;3;9;'2';'2';'0';'2';'0';'0';'2'
50778;5;7;'1';'0';'0';'0';'0';'0';'0'
50778;7;4;'1';'0';'0';'0';'0';'0';'0'
50778;9;5;'1';'1';'0';'1';'0';'0';'1'
50778;13;13;'2';'1';'0';'1';'0';'1';'0'
50778;19;8;'1';'0';'0';'0';'0';'0';'0'
50782;5;7;'1';'0';'0';'0';'0';'0';'0'
50782;9;5;'2';'1';'0';'1';'0';'0';'1'
50784;5;7;'2';'0';'0';'0';'0';'0';'0'
50784;9;5;'3';'3';'0';'3';'0';'0';'3'
50786;9;5;'9';'9';'0';'9';'0';'0';'9'
50786;13;13;'1';'0';'0';'0';'0';'0';'0'
50788;9;5;'2';'2';'0';'2';'0';'0';'2'
50790;9;5;'1';'1';'0';'1';'0';'0';'1'
50790;13;13;'1';'1';'0';'1';'0';'0';'1'
50792;9;5;'3';'3';'0';'2';'-1';'0';'2'
50794;5;7;'2';'1';'0';'1';'0';'1';'0'
50794;9;5;'2';'2';'0';'2';'0';'0';'2'
50796;9;5;'5';'5';'0';'5';'0';'0';'5'
50798;9;5;'4';'3';'0';'3';'0';'0';'3'
50800;5;7;'1';'0';'0';'0';'0';'0';'0'
50800;9;5;'5';'5';'0';'5';'0';'0';'5'
50802;9;5;'4';'4';'0';'4';'0';'1';'3'
50802;10;11;'1';'1';'0';'1';'0';'0';'1'
50802;19;8;'1';'1';'0';'1';'0';'1';'0'
50804;9;5;'2';'2';'0';'2';'0';'0';'2'
50804;19;8;'1';'0';'0';'0';'0';'0';'0'
50806;5;7;'2';'0';'0';'0';'0';'0';'0'
50806;9;5;'4';'4';'0';'4';'0';'0';'4'
50808;9;5;'3';'3';'0';'3';'0';'0';'3'
50810;9;5;'4';'1';'0';'1';'0';'0';'1'
50810;13;13;'1';'1';'0';'0';'-1';'0';'0'
50812;3;9;'1';'1';'0';'1';'0';'0';'1'
50812;9;5;'7';'7';'0';'7';'0';'2';'5'
50812;13;13;'2';'1';'0';'1';'0';'0';'1'
50812;33;6;'1';'0';'0';'0';'0';'0';'0'
50814;9;5;'8';'8';'0';'8';'0';'0';'8'
50814;33;6;'5';'2';'0';'2';'0';'0';'2'
50816;5;7;'2';'0';'0';'0';'0';'0';'0'
50816;9;5;'3';'3';'0';'3';'0';'0';'3'
50818;9;5;'3';'3';'0';'3';'0';'0';'3'
50820;5;7;'1';'0';'0';'0';'0';'0';'0'
50820;13;13;'1';'1';'0';'1';'0';'1';'0'
50822;9;5;'4';'4';'0';'4';'0';'0';'4'
50824;9;5;'4';'4';'0';'4';'0';'1';'3'
50826;9;5;'1';'1';'0';'1';'0';'0';'1'
50828;5;7;'1';'0';'0';'0';'0';'0';'0'
50828;9;5;'1';'1';'0';'1';'0';'0';'1'
50828;10;11;'1';'1';'0';'1';'0';'0';'1'
50828;13;13;'1';'0';'0';'0';'0';'0';'0'
50830;9;5;'2';'2';'0';'2';'0';'0';'2'
50832;9;5;'2';'2';'0';'2';'0';'0';'2'
50834;9;5;'4';'4';'0';'4';'0';'1';'3'
50834;13;13;'1';'0';'0';'0';'0';'0';'0'
50836;13;13;'1';'1';'0';'1';'0';'0';'1'
50838;7;4;'1';'0';'0';'0';'0';'0';'0'
50840;7;4;'1';'1';'0';'1';'0';'0';'1'
50840;9;5;'1';'1';'0';'1';'0';'0';'1'
50842;9;5;'3';'3';'0';'3';'0';'0';'3'
50842;13;13;'6';'6';'0';'6';'0';'0';'6'
50844;7;4;'1';'0';'0';'0';'0';'0';'0'
50844;33;6;'1';'1';'0';'1';'0';'0';'1'
50846;9;5;'1';'1';'0';'1';'0';'0';'1'
50850;9;5;'3';'3';'0';'3';'0';'0';'3'
50864;5;7;'2';'2';'0';'2';'0';'2';'0'
50888;9;5;'1';'1';'0';'1';'0';'0';'1'
50892;5;7;'0';'0';'0';'0';'0';'0';'0'
50892;9;5;'0';'0';'0';'0';'0';'0';'0'
50894;9;5;'1';'1';'0';'1';'0';'0';'1'
50898;5;7;'1';'1';'0';'1';'0';'0';'1'
50904;9;5;'2';'2';'0';'2';'0';'0';'2'
50910;9;5;'1';'1';'0';'1';'0';'0';'1'
50942;5;7;'2';'1';'0';'1';'0';'1';'0'
50950;5;7;'3';'1';'0';'1';'0';'0';'1'
50966;9;5;'25';'20';'0';'20';'0';'1';'19'
50968;9;5;'36';'31';'0';'31';'0';'3';'28'
50974;9;5;'1';'0';'0';'0';'0';'0';'0'
50980;5;7;'1';'0';'0';'0';'0';'0';'0'
50988;5;7;'27';'16';'0';'16';'0';'3';'13'
50990;5;7;'2';'2';'0';'2';'0';'1';'1'
50992;3;9;'1';'0';'0';'0';'0';'0';'0'
50996;5;7;'2';'0';'0';'0';'0';'0';'0'
50998;5;7;'1';'0';'0';'0';'0';'0';'0'
50998;7;4;'1';'1';'0';'1';'0';'0';'1'
51002;5;7;'36';'25';'0';'25';'0';'13';'12'
51004;10;11;'18';'14';'0';'14';'0';'0';'14'
51016;5;7;'1';'1';'0';'1';'0';'0';'1'
51018;9;5;'1';'0';'0';'0';'0';'0';'0'
51026;17;1;'1';'1';'0';'1';'0';'0';'1'
51034;5;7;'14';'9';'0';'9';'0';'2';'7'
51036;5;7;'14';'5';'0';'5';'0';'4';'1'
51038;5;7;'9';'3';'0';'3';'0';'2';'1'
51040;5;7;'77';'41';'0';'41';'0';'14';'27'
51044;5;7;'1';'1';'0';'1';'0';'0';'1'
51056;3;9;'5';'4';'0';'4';'0';'1';'3'
51058;3;9;'10';'4';'0';'4';'0';'1';'3'
51064;9;5;'1';'1';'0';'1';'0';'0';'1'
51070;9;5;'2';'2';'0';'2';'0';'0';'2'
51072;9;5;'1';'1';'0';'1';'0';'0';'1'
51074;5;7;'1';'1';'0';'1';'0';'0';'1'
51076;9;5;'2';'2';'0';'2';'0';'0';'2'
51086;9;5;'1';'1';'0';'1';'0';'0';'1'
51088;9;5;'1';'1';'0';'1';'0';'1';'0'
51090;9;5;'1';'1';'0';'1';'0';'0';'1'
51092;9;5;'1';'1';'0';'1';'0';'0';'1'
51098;5;7;'1';'0';'0';'0';'0';'0';'0'
51098;9;5;'4';'3';'0';'3';'0';'0';'3'
51106;5;7;'2';'2';'0';'2';'0';'0';'2'
51110;5;7;'2';'1';'0';'1';'0';'0';'1'
51112;5;7;'1';'0';'0';'0';'0';'0';'0'
51114;9;5;'3';'3';'0';'3';'0';'0';'3'
51115;5;7;'1';'0';'0';'0';'0';'0';'0'
51117;9;5;'13';'11';'0';'11';'0';'2';'9'
51120;9;5;'28';'24';'0';'24';'0';'2';'22'
51122;9;5;'8';'7';'0';'7';'0';'2';'5'
51124;9;5;'5';'5';'0';'5';'0';'0';'5'
51126;9;5;'7';'5';'0';'4';'-1';'0';'4'
51130;5;7;'3';'2';'0';'2';'0';'1';'1'
51130;9;5;'52';'40';'0';'40';'0';'6';'34'
51132;5;7;'1';'0';'0';'0';'0';'0';'0'
51134;9;5;'8';'7';'0';'7';'0';'0';'7'
51134;26;12;'19';'14';'0';'14';'0';'0';'14'
51140;26;12;'65';'54';'0';'54';'0';'2';'52'
51144;6;3;'1';'1';'0';'1';'0';'0';'1'
51144;9;5;'2';'1';'1';'0';'-1';'0';'0'
51168;6;3;'2';'2';'0';'2';'0';'0';'2'
51170;6;3;'1';'1';'0';'1';'0';'0';'1'
51170;9;5;'1';'0';'0';'0';'0';'0';'0'
51188;13;13;'1';'0';'0';'0';'0';'0';'0'
51206;5;7;'1';'1';'0';'1';'0';'0';'1'
51206;6;3;'2';'2';'0';'2';'0';'0';'2'
51208;6;3;'4';'3';'0';'3';'0';'1';'2'
51210;6;3;'1';'0';'0';'0';'0';'0';'0'
51218;5;7;'1';'1';'0';'1';'0';'0';'1'
51232;13;13;'6';'5';'0';'5';'0';'2';'3'
51238;6;3;'28';'26';'0';'26';'0';'2';'24'
51238;26;12;'1';'1';'0';'1';'0';'0';'1'
51244;26;12;'52';'41';'0';'41';'0';'3';'38'
51248;6;3;'1';'1';'0';'1';'0';'0';'1'
51248;9;5;'3';'3';'0';'3';'0';'0';'3'
51254;7;4;'2';'1';'0';'1';'0';'0';'1'
51270;5;7;'1';'0';'0';'0';'0';'0';'0'
51272;5;7;'2';'1';'0';'1';'0';'1';'0'
51278;10;11;'1';'1';'0';'1';'0';'0';'1'
51284;5;7;'2';'1';'0';'1';'0';'1';'0'
51286;7;4;'2';'2';'0';'2';'0';'0';'2'
51294;5;7;'6';'4';'0';'4';'0';'1';'3'
51304;5;7;'1';'0';'0';'0';'0';'0';'0'
51324;3;9;'0';'0';'0';'0';'0';'0';'0'
51324;5;7;'0';'0';'0';'0';'0';'0';'0'
51324;7;4;'0';'0';'0';'0';'0';'0';'0'
51324;9;5;'0';'0';'0';'0';'0';'0';'0'
51326;5;7;'1';'0';'0';'0';'0';'0';'0'
51326;9;5;'1';'1';'0';'0';'-1';'0';'0'
51330;13;13;'1';'1';'0';'1';'0';'0';'1'
51346;5;7;'5';'2';'0';'2';'0';'2';'0'
51346;9;5;'1';'1';'0';'1';'0';'0';'1'
51348;5;7;'2';'1';'0';'1';'0';'0';'1'
51352;5;7;'1';'0';'0';'0';'0';'0';'0'
51352;7;4;'1';'1';'0';'1';'0';'0';'1'
51354;13;13;'2';'0';'0';'0';'0';'0';'0'
51356;13;13;'1';'0';'0';'0';'0';'0';'0'
51358;5;7;'1';'1';'0';'1';'0';'1';'0'
51360;5;7;'2';'1';'0';'1';'0';'0';'1'
51360;13;13;'2';'1';'0';'1';'0';'1';'0'
51362;5;7;'5';'1';'0';'1';'0';'0';'1'
51366;5;7;'2';'1';'0';'1';'0';'0';'1'
51366;9;5;'1';'1';'0';'1';'0';'0';'1'
51368;5;7;'1';'0';'0';'0';'0';'0';'0'
51374;9;5;'1';'1';'0';'1';'0';'0';'1'
51386;5;7;'1';'0';'0';'0';'0';'0';'0'
51388;3;9;'1';'1';'0';'1';'0';'0';'1'
51388;9;5;'2';'2';'0';'2';'0';'0';'2'
51388;11;10;'1';'0';'0';'0';'0';'0';'0'
51392;6;3;'1';'0';'0';'0';'0';'0';'0'
51392;9;5;'1';'1';'0';'1';'0';'0';'1'
51394;9;5;'2';'1';'0';'1';'0';'0';'1'
51396;9;5;'5';'4';'0';'4';'0';'0';'4'
51396;10;11;'1';'1';'0';'1';'0';'0';'1'
51402;5;7;'1';'0';'0';'0';'0';'0';'0'
51406;9;5;'1';'1';'0';'1';'0';'0';'1'
51416;11;10;'2';'1';'0';'1';'0';'0';'1'
51426;26;12;'2';'2';'0';'2';'0';'0';'2'
51428;9;5;'1';'1';'0';'1';'0';'0';'1'
51432;9;5;'1';'1';'0';'1';'0';'0';'1'
51442;2;2;'1';'1';'0';'1';'0';'1';'0'
51442;13;13;'2';'2';'0';'2';'0';'0';'2'
51448;9;5;'1';'1';'0';'1';'0';'0';'1'
51450;7;4;'1';'1';'0';'1';'0';'0';'1'
51450;9;5;'3';'3';'0';'3';'0';'0';'3'
51452;9;5;'5';'5';'0';'5';'0';'1';'4'
51452;33;6;'1';'1';'0';'1';'0';'0';'1'
51454;9;5;'3';'3';'0';'3';'0';'0';'3'
51456;9;5;'3';'2';'0';'2';'0';'0';'2'
51458;9;5;'3';'3';'0';'3';'0';'0';'3'
51460;5;7;'3';'2';'0';'2';'0';'2';'0'
51460;9;5;'2';'2';'0';'2';'0';'0';'2'
51462;9;5;'3';'2';'0';'2';'0';'0';'2'
51464;9;5;'4';'4';'0';'4';'0';'0';'4'
51468;9;5;'3';'2';'0';'2';'0';'1';'1'
51470;9;5;'6';'6';'0';'6';'0';'3';'3'
51472;9;5;'3';'3';'0';'3';'0';'0';'3'
51474;9;5;'2';'2';'0';'2';'0';'0';'2'
51476;5;7;'12';'6';'0';'6';'0';'2';'4'
51476;9;5;'6';'6';'0';'6';'0';'2';'4'
51478;9;5;'1';'1';'0';'1';'0';'0';'1'
51480;9;5;'7';'7';'0';'7';'0';'1';'6'
51482;3;9;'1';'1';'0';'1';'0';'0';'1'
51482;9;5;'1';'1';'0';'1';'0';'0';'1'
51484;9;5;'4';'4';'0';'4';'0';'0';'4'
51486;9;5;'1';'1';'0';'1';'0';'1';'0'
51488;9;5;'5';'5';'0';'5';'0';'0';'5'
51490;9;5;'4';'3';'0';'3';'0';'0';'3'
51492;9;5;'0';'0';'0';'0';'0';'0';'0'
51492;13;13;'0';'0';'0';'0';'0';'0';'0'
51492;33;6;'0';'0';'0';'0';'0';'0';'0'
51494;5;7;'2';'0';'0';'0';'0';'0';'0'
51494;9;5;'2';'2';'0';'2';'0';'0';'2'
51496;9;5;'2';'2';'0';'2';'0';'0';'2'
51498;9;5;'2';'2';'0';'2';'0';'0';'2'
51500;9;5;'1';'1';'0';'1';'0';'0';'1'
51524;5;7;'53';'43';'0';'42';'-1';'11';'31'
51532;6;3;'5';'4';'0';'4';'0';'1';'3'
51536;6;3;'1';'1';'0';'1';'0';'0';'1'
51538;9;5;'1';'0';'0';'0';'0';'0';'0'
51540;6;3;'1';'1';'0';'1';'0';'0';'1'
51542;6;3;'10';'9';'0';'9';'0';'1';'8'
51544;5;7;'1';'0';'0';'0';'0';'0';'0'
51544;6;3;'3';'3';'0';'3';'0';'0';'3'
51544;9;5;'1';'1';'0';'1';'0';'0';'1'
51546;6;3;'4';'1';'0';'1';'0';'0';'1'
51556;5;7;'1';'0';'0';'0';'0';'0';'0'
51570;5;7;'1';'0';'0';'0';'0';'0';'0'
51570;9;5;'1';'0';'0';'0';'0';'0';'0'
51576;7;4;'1';'1';'0';'1';'0';'0';'1'
51586;5;7;'1';'1';'0';'1';'0';'0';'1'
51596;6;3;'2';'2';'0';'2';'0';'2';'0'
51600;9;5;'1';'0';'0';'0';'0';'0';'0'
51616;6;3;'62';'44';'0';'44';'0';'5';'39'
51618;5;7;'2';'0';'0';'0';'0';'0';'0'
51638;5;7;'1';'0';'0';'0';'0';'0';'0'
51646;5;7;'1';'0';'0';'0';'0';'0';'0'
51678;6;3;'8';'8';'0';'8';'0';'0';'8'
51692;9;5;'2';'2';'0';'2';'0';'0';'2'
51730;5;7;'1';'0';'0';'0';'0';'0';'0'
51736;26;12;'2';'2';'1';'1';'-1';'0';'1'
51742;9;5;'3';'3';'0';'3';'0';'1';'2'
51744;9;5;'24';'23';'0';'23';'0';'0';'23'
51752;9;5;'1';'1';'0';'1';'0';'0';'1'
51754;9;5;'1';'1';'0';'1';'0';'0';'1'
51756;11;10;'2';'1';'0';'1';'0';'0';'1'
51768;6;3;'0';'0';'0';'0';'0';'0';'0'
51768;26;12;'0';'0';'0';'0';'0';'0';'0'
51770;6;3;'2';'2';'0';'2';'0';'0';'2'
51772;5;7;'2';'0';'0';'0';'0';'0';'0'
51772;9;5;'1';'1';'0';'1';'0';'1';'0'
51774;6;3;'2';'2';'0';'2';'0';'0';'2'
51774;9;5;'1';'1';'0';'1';'0';'0';'1'
51776;5;7;'2';'1';'0';'1';'0';'0';'1'
51776;6;3;'3';'2';'0';'2';'0';'0';'2'
51776;9;5;'3';'3';'0';'3';'0';'0';'3'
51778;6;3;'1';'0';'0';'0';'0';'0';'0'
51778;9;5;'1';'1';'0';'1';'0';'0';'1'
51780;6;3;'4';'3';'0';'3';'0';'1';'2'
51780;9;5;'1';'1';'0';'1';'0';'0';'1'
51782;6;3;'4';'4';'0';'4';'0';'0';'4'
51782;9;5;'2';'1';'0';'1';'0';'0';'1'
51784;9;5;'1';'0';'0';'0';'0';'0';'0'
51786;9;5;'14';'14';'0';'14';'0';'0';'14'
51794;7;4;'2';'2';'0';'2';'0';'0';'2'
51794;17;1;'1';'1';'0';'1';'0';'0';'1'
51798;5;7;'1';'1';'0';'1';'0';'0';'1'
51800;13;13;'1';'1';'0';'1';'0';'0';'1'
51806;5;7;'1';'0';'0';'0';'0';'0';'0'
51806;13;13;'1';'1';'0';'1';'0';'0';'1'
51818;5;7;'2';'2';'0';'2';'0';'0';'2'
51828;5;7;'6';'3';'0';'3';'0';'0';'3'
51830;5;7;'3';'2';'0';'2';'0';'0';'2'
51830;6;3;'1';'1';'0';'1';'0';'0';'1'
51832;5;7;'7';'0';'0';'0';'0';'0';'0'
51834;5;7;'2';'2';'0';'2';'0';'1';'1'
51836;5;7;'1';'0';'0';'0';'0';'0';'0'
51840;5;7;'2';'0';'0';'0';'0';'0';'0'
51844;5;7;'3';'1';'0';'1';'0';'1';'0'
51860;5;7;'2';'1';'0';'1';'0';'1';'0'
51868;5;7;'1';'0';'0';'0';'0';'0';'0'
51878;5;7;'20';'12';'0';'12';'0';'7';'5'
51880;5;7;'20';'7';'0';'7';'0';'4';'3'
51882;5;7;'51';'22';'0';'22';'0';'9';'13'
51884;5;7;'12';'7';'0';'7';'0';'3';'4'
51886;5;7;'4';'3';'0';'3';'0';'1';'2'
51892;5;7;'1';'0';'0';'0';'0';'0';'0'
51892;9;5;'1';'1';'0';'1';'0';'0';'1'
51894;5;7;'7';'6';'0';'6';'0';'0';'6'
51896;5;7;'1';'0';'0';'0';'0';'0';'0'
51904;5;7;'1';'1';'0';'1';'0';'1';'0'
51910;5;7;'1';'0';'0';'0';'0';'0';'0'
51914;5;7;'1';'0';'0';'0';'0';'0';'0'
51918;5;7;'1';'1';'0';'1';'0';'0';'1'
51918;7;4;'1';'1';'0';'1';'0';'0';'1'
51924;9;5;'1';'1';'0';'1';'0';'1';'0'
51926;7;4;'1';'0';'0';'0';'0';'0';'0'
51928;9;5;'1';'0';'0';'0';'0';'0';'0'
51930;9;5;'1';'1';'0';'1';'0';'0';'1'
51932;9;5;'2';'2';'0';'2';'0';'0';'2'
51932;17;1;'1';'1';'0';'1';'0';'0';'1'
51934;9;5;'3';'3';'0';'3';'0';'0';'3'
51940;9;5;'2';'2';'0';'2';'0';'0';'2'
51942;5;7;'1';'0';'0';'0';'0';'0';'0'
51944;5;7;'2';'1';'0';'1';'0';'1';'0'
51944;9;5;'3';'3';'0';'3';'0';'3';'0'
51946;5;7;'5';'3';'0';'3';'0';'2';'1'
51948;5;7;'2';'0';'0';'0';'0';'0';'0'
51948;9;5;'1';'0';'0';'0';'0';'0';'0'
51950;5;7;'5';'0';'0';'0';'0';'0';'0'
51950;9;5;'2';'1';'0';'1';'0';'0';'1'
51970;9;5;'1';'0';'0';'0';'0';'0';'0'
51982;3;9;'1';'1';'0';'1';'0';'0';'1'
51984;17;1;'2';'2';'0';'2';'0';'0';'2'
51986;9;5;'2';'2';'0';'2';'0';'0';'2'
51986;17;1;'1';'0';'0';'0';'0';'0';'0'
51988;17;1;'1';'1';'0';'1';'0';'0';'1'
51990;17;1;'1';'0';'0';'0';'0';'0';'0'
51992;3;9;'1';'1';'0';'1';'0';'1';'0'
51994;9;5;'3';'3';'0';'3';'0';'0';'3'
51996;9;5;'2';'2';'0';'2';'0';'0';'2'
51998;9;5;'2';'2';'0';'1';'-1';'0';'1'
52000;9;5;'1';'1';'0';'1';'0';'0';'1'
52002;9;5;'1';'1';'0';'1';'0';'0';'1'
52004;5;7;'1';'0';'0';'0';'0';'0';'0'
52004;9;5;'1';'1';'0';'1';'0';'0';'1'
52012;9;5;'1';'0';'0';'0';'0';'0';'0'
